sexo;tipo_de_emprendimiento;idea_negocio;barrio;estrato;comuna_ciudadano;fecha_de_beneficio;monto_del_credito;línea_credito
femenino;servicio;peluqueria;belencito;2;13;2018-08-30;2000000;microempresarial
masculino;industria;fotografia;popular;2;1;2017-08-16;2000000;microempresarial
femenino;comercio;variedades;robledo;3;7;2016-03-01;6850000;microempresarial
masculino;industria;fabricade;aranjuez;3;4;2017-08-04;5000000;microempresarial
femenino;industria;fabricade;robledo;2;7;2018-07-25;6000000;microempresarial
femenino;comercio;variedades;cabecera san antonio ;2;80;2018-06-18;5000000;microempresarial
femenino;comercio;tienda;cabecera san antonio ;1;80;2016-04-25;6000000;microempresarial
femenino;comercio;variedades;manrique central no. 1;1;4;2017-05-17;7377000;microempresarial
femenino;servicio;comidasrapidas;enciso;2;8;2017-09-13;5000000;microempresarial
femenino;servicio;comidasrapidas;la milagrosa;3;9;2016-07-12;6890000;microempresarial
femenino;comercio;productosdebelleza;robledo;2;7;2018-05-15;1850000;microempresarial
femenino;industria;fabricade;popular;1;1;2016-11-18;2000000;microempresarial
femenino;comercio;miscelanea;santa cruz;2;2;2016-09-30;3000000;microempresarial
masculino;comercio;comidasrapidas;manrique central no. 1;2;4;2017-04-03;4100000;microempresarial
femenino;industria;fabricade;picacho;1;6;2017-07-26;6000000;microempresarial
femenino;comercio;tienda;santander;2;6;2018-01-23;7800000;juridicaycapsemilla
masculino;comercio;barberia;el compromiso;1;1;2017-10-03;5000000;microempresarial
masculino;industria;fabricadecalzado;picacho;1;6;2017-05-03;7300000;microempresarial
femenino;industria;fabricade;20 de julio;1;13;2018-05-02;4500000;microempresarial
masculino;comercio;cafeeinternet;enciso;2;8;2017-05-23;7000000;microempresarial
femenino;comercio;restaurante;santa lucia;3;12;2018-04-30;7800000;microempresarial
masculino;comercio;miscelanea;la floresta;3;12;2018-07-18;1000000;microempresarial
masculino;comercio;tienda;belencito;2;13;2018-07-16;1000000;microempresarial
femenino;servicio;recreativoeducativo;santa lucia;3;12;2017-08-04;70000000;microempresarial
femenino;industria;fabricade;san javier no.1;1;13;2018-04-03;7800000;microempresarial
femenino;comercio;tiendadehelados;andalucia;2;2;2017-08-24;7377000;microempresarial
femenino;industria;fabricade;enciso;3;8;2016-06-29;2000000;microempresarial
masculino;comercio;ferreteria;aranjuez;3;4;2016-08-25;5000000;microempresarial
femenino;comercio;distribuidorade;san pablo;2;1;2016-10-07;6890000;microempresarial
femenino;industria;fabricade;campo valdes no. 1;3;4;2018-04-11;6000000;microempresarial
masculino;comercio;bares;aranjuez;2;4;2017-01-26;7377000;microempresarial
femenino;comercio;comidasrapidas;cabecera san cristobal;2;60;2017-12-11;5000000;microempresarial
femenino;comercio;tienda;villatina;1;8;2017-08-28;6000000;microempresarial
femenino;industria;fabricade;20 de julio;1;13;2018-03-06;7000000;microempresarial
femenino;comercio;comidasrapidas;robledo;2;7;2018-04-06;7800000;microempresarial
femenino;servicio;productosdebelleza;carpinelo;1;1;2019-02-01;7000000;microempresarial
femenino;comercio;comidasrapidas;enciso;2;8;2017-11-08;7370000;microempresarial
femenino;comercio;variedades;robledo;2;7;2019-04-05;5000000;microempresarial
femenino;comercio;distribuidorade;san javier no.1;1;13;2018-07-05;2000000;microempresarial
femenino;comercio;comidasrapidas;popular;1;1;2018-02-15;7800000;microempresarial
femenino;comercio;panaderia;popular;2;1;2018-03-16;2000000;microempresarial
femenino;comercio;almacenderopaen;florencia;3;5;2016-06-10;6890000;microempresarial
masculino;comercio;floristeria;francisco antonio zea;3;5;2018-08-10;5000000;microempresarial
femenino;comercio;almacenderopaen;campo valdes no. 1;3;4;2017-08-15;15000000;microempresarial
masculino;comercio;variedades;belen;3;16;2016-10-10;6800000;microempresarial
masculino;comercio;variedades;san javier no.1;1;13;2016-05-17;6000000;microempresarial
femenino;industria;fabricade;manrique central no. 2;3;3;2018-05-29;7000000;microempresarial
femenino;comercio;variedades;cabecera san cristobal;1;60;2017-07-05;5000000;microempresarial
femenino;servicio;mantenimientoen;el compromiso;1;1;2017-06-20;7377000;microempresarial
femenino;servicio;peluqueria;barrio caicedo;1;9;2016-12-19;3000000;microempresarial
masculino;comercio;panaderia;cabecera san cristobal;2;60;2018-03-23;3000000;microempresarial
femenino;industria;fabricade;cabecera san cristobal;3;60;2016-09-08;5000000;microempresarial
masculino;comercio;distribuidorade;eduardo santos;2;13;2017-08-02;7300000;microempresarial
femenino;industria;fabricade;lopez de mesa;3;7;2018-03-05;1500000;microempresarial
femenino;comercio;tienda;robledo;2;7;2018-09-03;4000000;microempresarial
masculino;servicio;cafeeinternet;villa niza;2;2;2019-06-18;8000000;microempresarial
masculino;comercio;ferreteria;granizal;2;1;2019-05-10;5000000;microempresarial
masculino;comercio;variedades;robledo;2;7;2017-04-03;6500000;microempresarial
masculino;servicio;peluqueria;villa hermosa;1;8;2018-03-13;6000000;microempresarial
femenino;servicio;peluqueria;la milagrosa;2;9;2018-03-12;7800000;microempresarial
femenino;servicio;fabricadeproductos;santa cruz;2;2;2017-03-16;2500000;microempresarial
masculino;industria;fabricade;manrique oriental;2;3;2017-06-15;7000000;microempresarial
masculino;comercio;variedades;enciso;1;8;2019-03-06;2600000;microempresarial
femenino;comercio;panaderia;enciso;3;8;2016-10-27;6890000;microempresarial
femenino;industria;fabricade;campo valdes no. 2;2;3;2017-01-17;4000000;microempresarial
femenino;industria;fabricade;enciso;2;8;2017-11-10;7370000;microempresarial
femenino;comercio;variedades;prado;3;10;2017-03-21;7000000;microempresarial
femenino;servicio;comidasrapidas;belen;3;16;2016-02-05;6800000;microempresarial
masculino;comercio;tienda;manrique central no. 1;1;4;2018-04-23;4480000;microempresarial
masculino;servicio;lavanderia;barrio caicedo;2;9;2018-04-13;7800000;microempresarial
masculino;servicio;publicidady;villa hermosa;2;8;2018-11-02;7800000;microempresarial
femenino;comercio;restaurante;manrique oriental;2;3;2018-05-21;3000000;microempresarial
masculino;comercio;tienda;guayabal;3;15;2019-03-13;8281160;microempresarial
femenino;servicio;comidasrapidas;castilla;3;5;2016-04-28;3100000;microempresarial
masculino;comercio;variedades;altavista;2;16;2018-04-18;7800000;microempresarial
femenino;industria;fabricade;san javier no.1;1;13;2016-03-31;6800000;microempresarial
femenino;comercio;comidasrapidas;manrique central no. 2;1;3;2018-06-01;3000000;microempresarial
masculino;comercio;mantenimientoen;juan xxiii la quiebra;2;13;2018-06-12;2500000;microempresarial
femenino;industria;fabricade;buenos aires;3;9;2016-08-08;6890000;microempresarial
femenino;servicio;variedades;la milagrosa;3;9;2017-03-03;7377000;microempresarial
masculino;servicio;servicios;bel¿n;3;16;2016-01-18;6800000;microempresarial
femenino;comercio;variedades;san javier no.1;1;13;2018-06-20;7000000;microempresarial
femenino;servicio;miscelanea;villatina;1;8;2016-09-13;6890000;microempresarial
masculino;comercio;tienda;granizal;1;1;2018-04-16;7800000;microempresarial
masculino;comercio;variedades;villa hermosa;3;8;2017-12-12;7370000;microempresarial
femenino;industria;fabricade;aranjuez;1;4;2016-11-28;6890000;microempresarial
femenino;industria;fabricade;belen;2;6;2017-06-01;7377000;microempresarial
femenino;servicio;restaurante;robledo;2;7;2016-11-02;6894000;microempresarial
femenino;comercio;almacenderopaen;villa hermosa;1;8;2017-08-24;7000000;microempresarial
femenino;comercio;panaderia;trinidad;3;15;2017-04-03;7000000;microempresarial
masculino;comercio;publicidady;buenos aires;3;9;2016-10-31;5500000;microempresarial
femenino;comercio;variedades;san javier no.1;3;13;2017-10-11;7000000;microempresarial
femenino;industria;fabricade;cabecera san antonio ;3;80;2018-05-22;4700000;microempresarial
femenino;comercio;almacenderopaen;manrique central no. 1;2;4;2018-05-11;1000000;microempresarial
masculino;industria;fabricade;aranjuez;3;4;2018-07-10;7800000;microempresarial
femenino;comercio;tienda;granizal;2;1;2018-12-17;7000000;microempresarial
masculino;comercio;comidasrapidas;loreto;2;9;2019-01-29;8200000;microempresarial
masculino;servicio;variedades;guayabal;3;15;2016-01-06;4000000;microempresarial
masculino;industria;fabricade;manrique central no. 2;2;3;2016-04-01;6000000;microempresarial
femenino;servicio;variedades;aranjuez;2;4;2017-06-07;7377000;microempresarial
femenino;comercio;fabricade;san javier no.1;2;13;2018-04-12;6000000;microempresarial
femenino;industria;fabricadecalzado;enciso;2;8;2016-04-12;6890000;microempresarial
femenino;comercio;variedades;aranjuez;2;4;2018-03-09;7800000;microempresarial
femenino;servicio;variedades;la milagrosa;2;9;2019-03-26;8000000;microempresarial
masculino;servicio;criaderodeanimales;cabecera san antonio ;2;80;2018-12-28;6500000;microempresarial
femenino;comercio;variedades;campo valdes no. 1;3;4;2017-10-24;7000000;microempresarial
masculino;comercio;variedades;buenos aires;3;9;2016-12-19;28000000;empresarialed
femenino;comercio;tienda;manrique central no. 1;2;4;2018-02-12;7800000;microempresarial
femenino;industria;fabricadecalzado;campo valdes no. 1;3;4;2016-09-13;4000000;microempresarial
masculino;comercio;variedades;aranjuez;2;4;2018-06-13;7500000;microempresarial
masculino;comercio;variedades;san javier no.1;2;13;2018-05-30;7800000;microempresarial
femenino;comercio;fabricadecalzado;el salvador;3;9;2019-02-18;8281000;microempresarial
femenino;comercio;almacenderopaen;florencia;3;5;2018-07-03;7800000;microempresarial
masculino;industria;fabricademuebles;barrio caicedo;2;9;2017-09-21;4000000;microempresarial
femenino;comercio;tiendadehelados;buenos aires;3;9;2016-08-18;6870000;microempresarial
femenino;comercio;comidasrapidas;buenos aires;2;9;2018-06-15;7000000;microempresarial
masculino;comercio;tienda;robledo;3;7;2017-01-20;4500000;microempresarial
femenino;industria;publicidady;la america;1;7;2016-07-19;6890000;microempresarial
femenino;servicio;comidasrapidas;el astillero;2;80;2018-03-09;6000000;microempresarial
masculino;comercio;panaderia;castilla;3;5;2017-02-27;7377000;microempresarial
femenino;industria;carpinteria;loreto;3;9;2016-11-17;6800000;microempresarial
femenino;comercio;variedades;manrique central no. 2;1;3;2016-04-13;4136724;microempresarial
femenino;comercio;variedades;granizal;2;1;2016-03-01;6800000;microempresarial
femenino;comercio;almacenderopaen;santa cruz;2;2;2018-11-30;5000000;microempresarial
femenino;comercio;variedades;el socorro;2;13;2018-12-06;7800000;microempresarial
femenino;comercio;comidasrapidas;doce de octubre no.1;2;6;2018-03-06;4000000;microempresarial
masculino;industria;variedades;belen;3;16;2016-11-04;28000000;microempresarial
femenino;comercio;variedades;kennedy;2;6;2017-11-02;4000000;microempresarial
femenino;comercio;miscelanea;playon de los ;1;2;2016-08-19;6890000;microempresarial
masculino;comercio;variedades;manrique central no. 2;1;3;2019-04-03;8281000;microempresarial
masculino;comercio;tienda;san german;3;7;2017-08-29;7000000;microempresarial
femenino;comercio;comidasrapidas;santo domingo savio ;2;1;2018-02-01;2000000;microempresarial
femenino;comercio;almacenderopaen;villa hermosa;3;8;2016-09-12;6890000;microempresarial
femenino;comercio;cafeteria;el salvador;2;9;2018-05-10;5000000;microempresarial
femenino;comercio;peluqueria;aranjuez;2;4;2016-12-28;4000000;microempresarial
femenino;industria;fabricadecalzado;la milagrosa;2;9;2017-09-27;3000000;microempresarial
femenino;servicio;peluqueria;doce de octubre no.1;2;6;2016-10-27;6000000;microempresarial
femenino;comercio;productosdebelleza;aranjuez;3;4;2018-07-19;7800000;microempresarial
femenino;servicio;fabricade;robledo;1;7;2017-06-28;7377000;microempresarial
femenino;servicio;variedades;campo valdes no. 1;2;4;2016-12-06;6800000;microempresarial
femenino;comercio;fabricade;santo domingo savio ;1;1;2018-10-26;4500000;microempresarial
femenino;comercio;comidasrapidas;barrio caicedo;2;9;2017-10-24;5000000;microempresarial
femenino;comercio;variedades;doce de octubre no.1;2;6;2017-10-17;7000000;microempresarial
femenino;servicio;peluqueria;florencia;3;5;2017-11-09;6000000;microempresarial
femenino;comercio;comidasrapidas;versalles no. 1;1;3;2018-08-06;4000000;microempresarial
masculino;comercio;variedades;moravia;2;4;2018-09-05;3000000;microempresarial
femenino;comercio;almacenderopaen;aranjuez;3;4;2017-06-22;6000000;microempresarial
femenino;industria;fabricade;20 de julio;2;13;2016-11-15;6890000;microempresarial
femenino;comercio;panaderia;andalucia;2;2;2019-05-13;5000000;microempresarial
femenino;comercio;tienda;manrique oriental;1;3;2016-07-28;6000000;microempresarial
femenino;industria;fabricade;san pablo;1;1;2018-08-02;7000000;microempresarial
masculino;industria;ferreteria;buenos aires;2;9;2017-03-24;7000000;microempresarial
masculino;comercio;tienda;san javier no.1;1;13;2018-02-13;3000000;microempresarial
masculino;servicio;mantenimientoen;castilla;3;5;2017-05-17;30249103;empresarialed
femenino;servicio;tienda;robledo;2;7;2017-10-17;5000000;microempresarial
femenino;comercio;distribuidorade;manrique central no. 2;2;3;2016-02-16;6890000;microempresarial
masculino;comercio;tienda;palmitas;1;50;2016-08-23;4000000;microempresarial
masculino;servicio;tallerdemecanica;villatina;2;8;2018-01-05;7300000;microempresarial
femenino;comercio;peluqueria;castilla;3;5;2017-08-02;7370000;microempresarial
femenino;servicio;papeleria;popular;2;1;2017-05-23;3000000;microempresarial
femenino;industria;fabricade;girardot;3;5;2017-03-27;7377000;microempresarial
masculino;industria;fabricade;robledo;1;7;2016-05-31;4000000;microempresarial
femenino;comercio;distribuidorade;santo domingo savio ;1;1;2018-07-05;7800000;microempresarial
masculino;servicio;comidasrapidas;la candelaria;3;10;2019-03-05;8200000;microempresarial
masculino;servicio;recreativoeducativo;el salvador;3;9;2019-01-29;8281000;microempresarial
femenino;servicio;comidasrapidas;santo domingo savio ;2;1;2017-05-12;6000000;microempresarial
masculino;comercio;tienda;la milagrosa;2;9;2016-09-05;6890000;microempresarial
femenino;servicio;comidasrapidas;santo domingo savio ;2;1;2017-04-18;4000000;microempresarial
femenino;comercio;miscelanea;manrique central no. 2;1;3;2016-12-13;6900000;microempresarial
femenino;industria;fabricade;castilla;3;5;2018-05-17;7500000;microempresarial
femenino;comercio;variedades;playon de los ;2;2;2018-09-11;3750000;microempresarial
femenino;servicio;peluqueria;robledo;2;7;2018-05-18;5000000;microempresarial
femenino;comercio;tienda;barrio caicedo;1;9;2017-05-24;7300000;microempresarial
femenino;industria;fabricade;alfonso lopez;2;5;2016-02-29;6890000;microempresarial
masculino;comercio;drogueria;robledo;2;7;2018-02-20;7812000;microempresarial
femenino;comercio;comidasrapidas;altavista;2;16;2018-04-09;6000000;microempresarial
femenino;comercio;almacenderopaen;santa margarita;2;7;2018-02-21;2500000;microempresarial
femenino;servicio;miscelanea;el poblado;2;14;2018-11-21;7800000;microempresarial
masculino;industria;fabricade;robledo;2;7;2018-10-11;7812420;microempresarial
femenino;comercio;distribuidorade;cabecera san cristobal;2;60;2018-07-17;7800000;microempresarial
femenino;comercio;panaderia;campo valdes no. 1;3;4;2018-04-04;3500000;microempresarial
femenino;industria;variedades;sucre;2;8;2017-03-17;2000000;microempresarial
femenino;comercio;fabricadecalzado;san pablo;1;1;2016-09-22;2000000;microempresarial
femenino;servicio;bares;kennedy;2;6;2017-10-24;7377000;microempresarial
femenino;comercio;tienda;altavista;2;16;2018-01-23;4000000;microempresarial
femenino;comercio;almacenderopaen;robledo;2;7;2018-07-05;5000000;microempresarial
femenino;industria;fabricade;belen;3;16;2018-04-09;7800000;microempresarial
masculino;servicio;comidasrapidas;picachito;1;6;2017-09-22;7300000;microempresarial
femenino;servicio;peluqueria;manrique central no. 1;2;4;2016-10-07;6890000;microempresarial
masculino;industria;fabricade;cabecera san antonio ;2;80;2017-10-11;7000000;microempresarial
femenino;servicio;fabricadehelados;picacho;1;6;2016-11-29;1500000;microempresarial
femenino;industria;fabricade;villa niza;2;2;2018-08-13;3500000;microempresarial
masculino;comercio;comidasrapidas;enciso;2;8;2017-03-02;7337000;microempresarial
masculino;comercio;variedades;villa guadalupe;2;1;2018-11-26;7800000;microempresarial
femenino;comercio;restaurante;juan xxiii la quiebra;1;13;2017-03-14;7300000;microempresarial
femenino;comercio;tiendadehelados;girardot;3;5;2017-03-13;1200000;microempresarial
